M6PR	PLIN3
THOC5	UTRN
KIAA0020	RBM28
KIAA0020	NIP7
KIAA0020	NAT10
KIAA0020	WDR12
KIAA0020	UTP6
KIAA0020	NOP58
KIAA0020	WDR74
KIAA0020	NVL
KIAA0020	PWP2
KIAA0020	TSR1
KIAA0020	PA2G4
KIAA0020	NMD3
KIAA0020	WDR3
KIAA0020	WDR75
KIAA0020	NOP14
KIAA0020	NOC2L
KIAA0020	RRS1
KIAA0020	RRP1B
KIAA0020	PES1
KIAA0020	PDCD11
KIAA0020	RPF1
KIAA0020	RRP12
KIAA0020	NOC3L
KIAA0020	WDR46
KIAA0020	MRTO4
KIAA0020	NSUN6
KIAA0020	NOP56
KIAA0020	PPAN-P2RY11
KIAA0020	UTP14A
KIAA0020	NOP2
KIAA0020	WDR43
KIAA0020	RRP1
KIAA0020	WDR36
KIAA0020	UTP14C
KIAA0020	PPAN
KIAA0020	RSL1D1
CHMP1A	VPS4B
CHMP1A	VPS4A
CHMP1A	CHMP4C
CHMP1A	USP8
CHMP1A	IST1
CHMP1A	STAMBP
CHMP1A	CHMP3
MUC16	ST6GAL1
MUC16	ST6GALNAC2
MUC16	ST3GAL4
MUC16	ST3GAL3
MUC16	MUC7
MUC16	ST3GAL1
MUC16	ST6GALNAC4
MUC16	ST3GAL2
MUC16	MUC21
MUC16	MUC20
MUC16	MUC6
MUC16	MUC4
MUC16	MUC5B
SOCS6	TCEB2
SOCS6	TCEB1
SOCS6	STAT5B
UBE3A	UFD1L
UBE3A	UNC45A
INTS10	POLR2E
INTS10	POLR2H
INTS10	INTS6
INTS10	POLR2B
INTS10	POLR2A
INTS10	INTS5
INTS10	INTS12
INTS10	INTS7
INTS10	INTS2
INTS10	INTS9
INTS10	INTS8
INTS10	INTS4
MAP2K7	MAPK13
MAP2K7	MAPK12
MAP2K7	MAPK14
MAP2K7	MAPK8IP1
MAP2K7	TRAF2
MAP2K7	MAPK8IP3
MAP2K7	RIPK1
MAP2K7	MAP3K8
MAP2K7	MAP3K13
MAP2K7	PAK1
MAP2K7	MAP3K11
MAP2K7	PAK2
MAP2K7	MAPK8IP2
MAP2K7	TRADD
MAP2K7	MAP3K2
MAP2K7	UBC
MAP2K7	RAC1
MAP2K7	MAP3K5
MAP2K7	MAPK10
MAP2K7	MAPK8
MAP2K7	MAP3K3
MAP2K7	MAP3K7
MAP2K7	TRAF1
MAP2K7	MAP3K4
MAP2K7	MAP3K1
MAP2K7	MAPK9
MAP2K7	RELN
MAP2K7	PPP2R5D
MAP2K7	MAP3K12
EPHB1	PXN
EPHB1	NCK2
EPHB1	RGS3
EPHB1	PIK3CA
EPHB1	PIK3R1
EPHB1	TIAM1
EPHB1	NCK1
EPHB1	MAP2K1
EPHB1	MAP4K4
EPHB1	YES1
EPHB1	LCK
EPHB1	GRB2
EPHB1	FYN
EPHB1	RAC1
EPHB1	SRC
EPHB1	MAP3K7
EPHB1	FGR
EPHB1	EPHB2
EPHB1	HCK
EPHB1	ZIC2
EPHB1	GRB10
EPHB1	PTPN13
EPHB1	GRB7
EPHB1	LYN
GRIP1	NR3C1
GRIP1	MYOD1
GRIP1	MEF2D
GRIP1	GTF2E1
GRIP1	POLR2A
GRIP1	MEF2C
GRIP1	MEF2A
GRIP1	PICK1
GRIP1	GTF2F1
GRIP1	NSF
GRIP1	GTF2A1
GRK4	OPRM1
CTDSP2	SMAD2
CTDSP2	SMAD1
CTDSP2	KLK3
CTDSP2	SMAD3
DYNC2H1	TUBA4A
DYNC2H1	TUBB2B
DYNC2H1	DYNC2LI1
DYNC2H1	TUBB4A
DYNC2H1	RAB7A
DYNC2H1	TUBA1A
DYNC2H1	TUBA1C
DYNC2H1	SPTBN2
DYNC2H1	TUBA3E
DYNC2H1	TUBB6
DYNC2H1	OSBPL1A
DYNC2H1	TUBA1B
DYNC2H1	TUBB4B
DYNC2H1	HLA-DRB1
DYNC2H1	HLA-DRB5
DYNC2H1	TUBB2A
DYNC2H1	TUBA3C
DYNC2H1	KIF26A
DYNC2H1	TUBB3
RDH16	RETSAT
RGPD2	UBE2I
KHSRP	MAPK14
KHSRP	ZFP36
KHSRP	YWHAZ
KHSRP	UBC
KHSRP	PARN
KHSRP	PTBP2
HM13	RNF139
HM13	UBC
APOF	CETP
CHTF8	DSCC1
NSF	PSMD8
NSF	PSMA2
NSF	YKT6
NSF	SNAP23
NSF	PSMD11
NSF	VAMP7
NSF	STX5
NSF	PSMD6
NSF	STX8
NSF	PSMD2
NSF	VAMP2
NSF	STX4
NSF	STX3
NSF	VAPA
NSF	PICK1
NSF	STX7
NSF	UBQLN1
NSF	STX2
NSF	SCFD1
NSF	PSMD13
NSF	VTI1B
CRHR1	POMC
GNAT3	HEBP1
GNAT3	PDYN
GNAT3	GNB3
GNAT3	GRM6
GNAT3	GNB4
GNAT3	OPRD1
GNAT3	NPY
GNAT3	PDE1B
GNAT3	S1PR4
GNAT3	TAS2R3
GNAT3	TAS2R4
GNAT3	TAS2R5
GNAT3	GNG13
GNAT3	GNAZ
GNAT3	MCHR1
GNAT3	TAS2R16
GNAT3	SSTR4
GNAT3	NMUR2
GNAT3	HRH4
GNAT3	MTNR1B
GNAT3	PLCB2
GNAT3	POMC
GNAT3	PDE8B
GNAT3	KNG1
GNAT3	OPRK1
GNAT3	SSTR1
GNAT3	PDE4A
GNAT3	GPR17
GNAT3	PLCB3
GNAT3	MCHR2
GNAT3	PDE11A
GNAT3	SST
GNAT3	HTR5A
GNAT3	SSTR5
GNAT3	RHO
GNAT3	RGS20
GNAT3	GPER
GNAT3	OXGR1
GNAT3	PNOC
GNAT3	MTNR1A
GNAT3	GNB2
GNAT3	S1PR1
GNAT3	NMUR1
GNAT3	ITPR1
GNAT3	P2RY12
GNAT3	HTR1E
GNAT3	PCSK1
GNAT3	P2RY14
GNAT3	PDE7B
GNAT3	PDE8A
GNAT3	HTR1D
GNAT3	HTR1A
GNAT3	P2RY13
GNAT3	HTR1F
GNAT3	PENK
GNAT3	TAS2R60
GNAT3	LPAR5
GNAT3	PDE6G
GNAT3	S1PR5
GNAT3	RXFP3
GNAT3	SSTR3
GNAT3	NPBWR1
GNAT3	PDE1A
GNAT3	TAS1R1
GNAT3	PDE4B
GNAT3	NPY2R
GNAT3	PTGDR2
GNAT3	TAS2R42
GNAT3	PLCB4
GNAT3	PDE2A
GNAT3	OPRL1
GNAT3	PLCB1
GNAT3	NPY5R
GNAT3	HRH3
GNAT3	GPR18
GNAT3	GRM8
GNAT3	TAS1R3
GNAT3	UBC
GNAT3	PDE4D
GNAT3	PDE4C
GNAT3	SAA1
GNAT3	PTGER3
GNAT3	HCAR1
GNAT3	SSTR2
GNAT3	GRM7
GNAT3	S1PR3
GNAT3	LPAR1
GNAT3	PDE3A
GNAT3	NPY1R
GNAT3	GRM3
GNAT3	RGS7
GNAT3	RGS1
GNAT3	RXFP4
GNAT3	RGS10
GNAT3	HTR1B
GNAT3	LPAR3
GNAT3	GRM4
GNAT3	ITPR3
GNAT3	P2RY4
GNAT3	TAS1R2
GNAT3	NMS
GNAT3	GNB1
GNAT3	OXER1
GNAT3	ITPR2
GNAT3	HCAR2
GNAT3	GPR55
GNAT3	GRM2
GNAT3	LPAR2
GNAT3	PDE7A
GNAT3	TAS2R40
GNAT3	RGS14
GNAT3	OPRM1
GNAT3	RGS4
GNAT3	TAS2R39
GNAT3	TAS2R43
GNAT3	HCAR3
GNAT3	PDE10A
GNAT3	RGS6
GGT5	GSS
GGT5	GSR
GGT5	LAP3
GGT5	GSTT1
GGT5	GSTM3
GGT5	GSTA5
GGT5	GSTM1
GGT5	GSTA1
GGT5	GSTO2
GGT5	GPX4
GGT5	GPX7
GGT5	MGST3
GGT5	GSTO1
GGT5	GSTM4
GGT5	GSTA4
GGT5	TXNDC12
GGT5	GPX3
GGT5	GPX2
GGT5	GSTP1
GGT5	GSTA2
GGT5	GPX8
CAMK2A	MAPK1
CAMK2A	HDAC5
CAMK2A	IFNG
CAMK2A	PLCG1
CAMK2A	RRAS
CAMK2A	RAF1
CAMK2A	SMAD2
CAMK2A	GRIN2D
CAMK2A	GRIA2
CAMK2A	RASGRF2
CAMK2A	SLC6A3
CAMK2A	MEF2D
CAMK2A	GRIN2B
CAMK2A	GRIA1
CAMK2A	GRIN2C
CAMK2A	DLG4
CAMK2A	NOS3
CAMK2A	CAMK2G
CAMK2A	GRIN2A
CAMK2A	EPB41L1
CAMK2A	NOS1
CAMK2A	CAMK2D
CAMK2A	MAPT
CAMK2A	MEF2C
CAMK2A	JAK1
CAMK2A	DLG1
CAMK2A	MEF2A
CAMK2A	STAT1
CAMK2A	IFNGR1
CAMK2A	MAP3K7
CAMK2A	MYO6
CAMK2A	GRIN1
CAMK2A	JAK2
CAMK2A	CAMK2B
CAMK2A	NLK
CAMK2A	RASGRF1
CAMK2A	MDM2
PRPS2	UMPS
PRPS2	TKTL2
PRPS2	RPIA
PRPS2	UBC
PRPS2	TKT
DIAPH1	PFN1
DIAPH1	PKD2
DIAPH1	IQGAP1
DIAPH1	RHOC
DIAPH1	UBC
DIAPH1	MKL1
DIAPH1	NCKAP1
DIAPH1	RHOA
USP34	VPS4B
USP34	USP9X
USP34	ZFYVE19
USP34	ZRANB2
ATXN7	CRX
ATXN7	TAF5L
ATXN7	USP22
ATXN7	TADA3
ATXN7	ATXN7L3
MX1	OAS3
MX1	OASL
MX1	TRPC1
MX1	STAT2
MX1	MX2
MX1	TRPC6
MX1	OAS2
MX1	XAF1
MX1	RNASEL
MX1	OAS1
GSTP1	GSTT1
GSTP1	KAT6A
GSTP1	TIMP3
GSTP1	TP53
GSTP1	SOD1
GSTP1	UBC
GSTP1	MAPK8
GSTP1	MGST3
GSTP1	TXNDC12
DOT1L	PLOD1
DOT1L	SIRT1
DOT1L	PLOD3
DOT1L	MLLT1
DOT1L	REV1
DOT1L	SETD1A
DOT1L	SETD1B
DOT1L	PLOD2
DOT1L	MLLT10
DOT1L	MLLT6
DOT1L	STAT1
DOT1L	MLLT3
DOT1L	TP53BP1
DOT1L	RNF20
DOT1L	SETD2
GXYLT1	NCAN
GXYLT1	VCAN
GXYLT1	SDC2
GXYLT1	SDC3
GXYLT1	SDC4
GXYLT1	HSPG2
SHARPIN	UBC
UBE2D2	ZNF259
UBE2D2	VHL
UBE2D2	UBXN7
UBE2D2	USP9X
UBE2D2	UBE2V1
UBE2D2	UBE4B
UBE2D2	XIAP
UBE2D2	UBQLN1
UBE2D2	UBE3A
UBE2D2	UBR5
WNT8A	WNT9A
WNT8A	WNT8B
PARP3	XRCC1
CDH23	USH1C
CDH23	EHD4
CDH23	PCDH15
GRB10	KITLG
GRB10	INS
GRB10	RAF1
GRB10	PDGFRB
GRB10	IGF1R
GRB10	KIT
GRB10	IGF1
GRB10	INSR
GRB10	IRS1
GRB10	PDGFB
GRB10	NEDD4
GRB10	RET
GRB10	SHC1
GRB10	GRB7
GRB10	PRKCA
SEC24A	SEC24B
SEC24A	SEC24D
SEC24A	STAT6
SEC24A	SEC24C
SEC24A	SEC31A
SEC24A	SREBF2
SEC24A	THADA
SEC24A	STMN2
AEBP2	CBX7
AEBP2	PCGF1
AEBP2	PHC1
AEBP2	SCML2
AEBP2	PHC2
AEBP2	EED
AEBP2	CBX8
AEBP2	CBX4
AEBP2	CBX2
AEBP2	SUZ12
AEBP2	EZH2
AEBP2	PCGF5
AEBP2	PCGF2
AEBP2	PCGF3
AEBP2	RNF2
AEBP2	PCGF6
AEBP2	RBBP4
AEBP2	ASXL1
AEBP2	BMI1
AEBP2	RBBP7
AEBP2	CBX6
AEBP2	EZH1
AEBP2	BAP1
AEBP2	PHC3
AEBP2	HDAC2
ATL3	UBC
TOMM6	TOMM70A
DYRK1A	SIRT1
DYRK1A	RBL2
DYRK1A	NOTCH1
DYRK1A	PHYHIP
DYRK1A	RCAN1
DYRK1A	LIN9
DYRK1A	SF3B1
DYRK1A	LIN54
DYRK1A	RBBP4
DYRK1A	PHYHIPL
DYRK1A	TFDP1
DYRK1A	E2F4
DYRK1A	FOXO1
DYRK1A	RAD54L2
DYRK1A	E2F5
DYRK1A	TFDP2
DYRK1A	LIN52
COL13A1	COL1A1
COL13A1	COL21A1
COL13A1	COL8A1
COL13A1	COL5A3
COL13A1	ITGA1
COL13A1	COL6A3
COL13A1	COL1A2
COL13A1	COL14A1
COL13A1	COL6A2
COL13A1	COL22A1
COL13A1	ITGB1
COL13A1	COL3A1
COL13A1	COL19A1
COL13A1	COL4A5
COL13A1	COL7A1
COL13A1	COL17A1
COL13A1	COL9A3
COL13A1	COL18A1
COL13A1	COL27A1
COL13A1	COL9A1
COL13A1	COL20A1
COL13A1	COL4A2
COL13A1	COL6A1
COL13A1	COL24A1
COL13A1	COL5A1
COL13A1	COL4A6
COL13A1	COL9A2
COL13A1	COL16A1
COL13A1	COL5A2
COL13A1	COL15A1
COL13A1	COL4A1
COL13A1	COL2A1
COL13A1	COL23A1
COL13A1	COL4A3
COL13A1	COL4A4
COL13A1	COL25A1
COL13A1	COL28A1
CTNND1	VCL
CTNND1	HGF
CTNND1	VASP
CTNND1	RAP1B
CTNND1	EXOC4
CTNND1	DSG3
CTNND1	PIK3CA
CTNND1	GRIA2
CTNND1	EGF
CTNND1	SLIT1
CTNND1	IGF1R
CTNND1	IQGAP1
CTNND1	ERBB2
CTNND1	PIK3R1
CTNND1	GNA12
CTNND1	EGFR
CTNND1	NTRK2
CTNND1	FER
CTNND1	TJP1
CTNND1	GJA1
CTNND1	LRP5
CTNND1	IGF1
CTNND1	KIF5B
CTNND1	MET
CTNND1	STX4
CTNND1	EXOC3
CTNND1	ZYX
CTNND1	YES1
CTNND1	PSEN1
CTNND1	PTPRM
CTNND1	FMN1
CTNND1	PIP5K1C
CTNND1	PTPN11
CTNND1	UBC
CTNND1	MGAT3
CTNND1	DLG1
CTNND1	FYN
CTNND1	PLEKHA7
CTNND1	DNM2
CTNND1	RET
CTNND1	RAC1
CTNND1	RAP1A
CTNND1	SRC
CTNND1	EPHA2
CTNND1	ENAH
CTNND1	EFNA1
CTNND1	PIP5K1A
CTNND1	MYO6
CTNND1	PPAP2B
CTNND1	CTTN
CTNND1	LIMA1
CTNND1	IGF2
CTNND1	FGFR1
CTNND1	GFRA1
CTNND1	PTPRJ
CTNND1	RHOA
CTNND1	GNA13
CTNND1	ROBO1
CTNND1	SNX1
LCMT1	PPP2CA
POLR3G	SNAPC1
POLR3G	RBM28
POLR3G	TBP
POLR3G	SSB
POLR3G	POLR3K
POLR3G	SNAPC4
POLR3G	POU2F1
POLR3G	POLR3GL
POLR3G	SNAPC3
POLR3G	ZNF143
DTNA	SNTA1
DTNA	UTRN
DTNA	SNTB1
COL25A1	COL8A1
COL25A1	COL5A3
COL25A1	FURIN
COL25A1	COL6A3
COL25A1	COL6A2
COL25A1	COL3A1
COL25A1	COL4A5
COL25A1	COL7A1
COL25A1	COL9A3
COL25A1	COL27A1
COL25A1	COL9A1
COL25A1	COL4A2
COL25A1	COL6A1
COL25A1	COL5A1
COL25A1	COL4A6
COL25A1	COL9A2
COL25A1	COL5A2
COL25A1	COL4A1
COL25A1	COL2A1
COL25A1	COL4A3
COL25A1	COL4A4
COL25A1	COL28A1
DOPEY2	TRIP12
DOPEY2	MON2
DNA2	RPA3
DNA2	RPA1
DNA2	POLD3
DNA2	POLA2
DNA2	PIF1
DNA2	WRN
DNA2	FEN1
DNA2	EXO1
DNA2	GEN1
DNA2	PRIM1
DNA2	WDHD1
DNA2	RPA2
DNA2	POLA1
DNA2	PCNA
DNA2	POLD2
DNA2	RECQL
DNA2	POLD1
MYO5A	RHOQ
MYO5A	SNAP23
MYO5A	RAB11A
MYO5A	VAMP2
MYO5A	STX4
MYO5A	SLC2A4
MYO5A	RAB27A
MYO5A	RAC1
MYO5A	RAB13
MYO5A	STXBP3
MYO5A	RAB14
MDGA2	SIGLEC14
JMJD1C	MDC1
DGKB	PNPLA3
DGKB	MOGAT3
DGKB	PLCG1
DGKB	PLCB2
DGKB	EPT1
DGKB	PLCE1
DGKB	LIPG
DGKB	PLD2
DGKB	PLCZ1
DGKB	PLCB3
DGKB	LIPC
DGKB	MBOAT2
DGKB	LPL
DGKB	LCLAT1
DGKB	PLCD3
DGKB	MBOAT1
DGKB	PLCB4
DGKB	PNPLA2
DGKB	PLCB1
DGKB	PLD1
DGKB	PLD3
DGKB	PLCG2
DGKB	PNLIP
DGKB	PNLIPRP3
DGKB	LIPF
DGKB	PLCD4
DGKB	PLCD1
HECTD1	UBC
HECTD1	ZRANB1
CEP152	CNTRL
CEP152	TUBA4A
CEP152	TUBGCP6
CEP152	TUBG2
CEP152	TUBG1
CEP152	TUBGCP2
CEP152	DCTN3
CEP152	TUBGCP3
CEP152	CEP76
CEP152	OPTN
CEP152	CLASP1
CEP152	TUBB4A
CEP152	YWHAE
CEP152	CEP72
CEP152	CEP70
CEP152	PLK4
CEP152	NINL
CEP152	CEP164
CEP152	TUBGCP5
CEP152	PLK1
CEP152	TUBA1A
CEP152	YWHAG
CEP152	PRKACA
CEP152	SSNA1
CEP152	CEP57
CEP152	CSNK1D
CEP152	PPP2R1A
CEP152	PCM1
CEP152	HSP90AA1
CEP152	CEP63
CEP152	TUBB4B
CEP152	OFD1
CEP152	NDE1
CEP152	DYNC1H1
CEP152	PCNT
CEP152	CSNK1E
CEP152	SDCCAG8
CEP152	FGFR1OP
CEP152	NEK2
CEP152	ODF2
CEP152	MAPRE1
CEP152	CEP78
CEP152	DYNC1I2
CEP152	PAFAH1B1
CEP152	CEP250
CEP152	SFI1
CEP152	DCTN2
CEP152	CEP192
CEP152	CKAP5
CEP152	CEP290
CEP152	NEDD1
CEP152	TUBGCP4
NOMO3	UBC
ABCC1	TCN2
ABCC1	ABCG2
ABCC1	TMOD2
ABCC1	TCN1
ABCC1	UBC
ABCC1	LMBRD1
ABCC1	ALOX5AP
COL28A1	COL8A1
COL28A1	COL5A3
COL28A1	COL6A3
COL28A1	COL6A2
COL28A1	COL3A1
COL28A1	COL4A5
COL28A1	COL7A1
COL28A1	COL9A3
COL28A1	COL9A1
COL28A1	COL4A2
COL28A1	COL6A1
COL28A1	COL5A1
COL28A1	COL4A6
COL28A1	COL9A2
COL28A1	COL5A2
COL28A1	COL4A1
COL28A1	COL2A1
COL28A1	COL4A3
COL28A1	COL4A4
NEURL4	UBC
NOP2	RPL18A
NOP2	RBM28
NOP2	RPL19
NOP2	RRP9
NOP2	UTP3
NOP2	WDR12
NOP2	RBM19
NOP2	POLR1B
NOP2	NOP58
NOP2	WDR74
NOP2	NVL
NOP2	PWP2
NOP2	NSA2
NOP2	TSR1
NOP2	PA2G4
NOP2	RPL4
NOP2	RRS1
NOP2	RRP1B
NOP2	RPL7
NOP2	PES1
NOP2	SDAD1
NOP2	PDCD11
NOP2	RPL5
NOP2	RPF1
NOP2	RRP12
NOP2	NOP56
NOP2	UTP14A
NOP2	RBM34
NOP2	PWP1
NOP2	RPL23A
NOP2	RRP1
NOP2	UTP14C
NOP2	TBL3
NOP2	RSL1D1
MAP3K1	MAP4K5
MAP3K1	MAPK1
MAP3K1	TNFRSF10A
MAP3K1	MAPK14
MAP3K1	TNFSF10
MAP3K1	PLCG1
MAP3K1	TRAF2
MAP3K1	MAPK8IP3
MAP3K1	TANK
MAP3K1	RIPK1
MAP3K1	SMAD2
MAP3K1	MAPK3
MAP3K1	MAP4K3
MAP3K1	TNFRSF10B
MAP3K1	PAK1
MAP3K1	NFATC3
MAP3K1	MAP3K11
MAP3K1	PAK2
MAP3K1	MAP4K4
MAP3K1	UBE2N
MAP3K1	SP1
MAP3K1	TRAF6
MAP3K1	TRADD
MAP3K1	UBC
MAP3K1	RAC1
MAP3K1	MAPK10
MAP3K1	PLCG2
MAP3K1	MAPK8
MAP3K1	MAP3K7
MAP3K1	VAV3
MAP3K1	VAV2
MAP3K1	TRAF1
MAP3K1	TLR4
MAP3K1	TIRAP
MAP3K1	TRAF3
MAP3K1	SPP1
MAP3K1	MAP4K1
MAP3K1	RELA
MAP3K1	SOS1
MAP3K1	MAPK9
MAP3K1	TNIK
MAP3K1	RHOA
MAP3K1	MYD88
MAP3K1	MAVS
MAP3K1	NRK
MAP3K1	VAV1
PLA2G4E	PLD2
PLA2G4E	PLA2G7
PLA2G4E	PTDSS2
PLA2G4E	PLB1
PLA2G4E	PLD1
PLA2G4E	PLD3
PLA2G4E	PTGS2
PLA2G4E	PNPLA7
PLA2G4E	PNPLA6
PLA2G4E	PTDSS1
UBXN2B	VCP
PAICS	PPAT
PAICS	PFAS
PAICS	SHMT1
PAICS	SHMT2
PAICS	UBC
GRXCR1	SERINC3
KDM5A	RB1
KDM5A	RBL1
ROCK1	SOS2
ROCK1	SLC9A1
ROCK1	SLC9A3
ROCK1	TIAM1
ROCK1	ROCK2
ROCK1	TIAM2
ROCK1	TRIO
ROCK1	SEMA4D
ROCK1	VAV3
ROCK1	VAV2
ROCK1	VEGFA
ROCK1	SH3GL2
ROCK1	SOS1
ROCK1	VAV1
IFITM3	OAS3
IFITM3	IRF1
IFITM3	OASL
IFITM3	IRF8
IFITM3	IRF3
IFITM3	STAT2
IFITM3	IRF7
IFITM3	IP6K2
IFITM3	MX2
IFITM3	OAS2
IFITM3	IRF5
IFITM3	XAF1
IFITM3	IRF6
IFITM3	RNASEL
IFITM3	ISG15
IFITM3	IRF4
IFITM3	IRF2
IFITM3	IRF9
IFITM3	MX1
IFITM3	OAS1
IFITM2	OAS3
IFITM2	IRF1
IFITM2	OASL
IFITM2	IRF8
IFITM2	IRF3
IFITM2	STAT2
IFITM2	IRF7
IFITM2	IP6K2
IFITM2	MX2
IFITM2	OAS2
IFITM2	IRF5
IFITM2	XAF1
IFITM2	IRF6
IFITM2	RNASEL
IFITM2	ISG15
IFITM2	IRF4
IFITM2	IRF2
IFITM2	IRF9
IFITM2	MX1
IFITM2	IFITM3
IFITM2	OAS1
WDR19	WDR35
KCNU1	PRKX
KCNU1	LRRC52
KCNU1	PRKACA
SEH1L	UBC
GRIK1	PICK1
GRIK1	GRIK2
DDX3X	NFKB1
DDX3X	PABPC1
DDX3X	TBK1
DDX3X	UBC
DDX3X	RPS6
DDX3X	XPO1
DDX3X	MAVS
CHD8	SUPT16H
CHD8	TAF9
CHD8	MGA
CHD8	TAF4
CHD8	TAF1
CHD8	PELP1
CHD8	HCFC1
CHD8	TAF7
CHD8	RUVBL1
CHD8	CTNNB1
CHD8	MCRS1
CHD8	WDR5
CHD8	MAX
CHD8	RNF2
CHD8	PHF20
CHD8	LAS1L
CHD8	TEX10
CHD8	INO80C
CHD8	TAF6
CHD8	SENP3
CHD8	KAT8
CHD8	MLL
CHD8	RUVBL2
TUBA3C	TUBB2B
TUBA3C	TUBB4A
TUBA3C	TUBB6
TUBA3C	TUBB4B
TUBA3C	UBC
TUBA3C	TUBB2A
TUBA3C	TUBB3
MYL5	PPP1R12A
MYL5	PPP1R12C
MYL5	PPP1R12B
KDM1A	SNAI2
KDM1A	SNAI1
KDM1A	PPP1R12A
KDM1A	RB1
KDM1A	TP53
KDM1A	NOTCH1
KDM1A	MTA2
KDM1A	RCOR2
KDM1A	ZNF217
KDM1A	KLK3
KDM1A	RNF168
KDM1A	ZMYM3
KDM1A	RBBP8
KDM1A	UBC
KDM1A	PRDM1
KDM1A	SPEN
KDM1A	ZMYM2
KDM1A	PHF21A
KDM1A	RCOR3
KDM1A	RCOR1
SFI1	TUBA4A
SFI1	TUBGCP6
SFI1	TUBG2
SFI1	TUBG1
SFI1	TUBGCP2
SFI1	TUBGCP3
SFI1	TUBB4A
SFI1	YWHAE
SFI1	TUBGCP5
SFI1	TUBA1A
SFI1	YWHAG
SFI1	SSNA1
SFI1	TUBB4B
SFI1	TUBGCP4
DIAPH3	NCKAP1
DIAPH3	RHOA
NEDD4L	TGFB1
NEDD4L	VPS4B
NEDD4L	RAF1
NEDD4L	TSG101
NEDD4L	VPS4A
NEDD4L	USP15
NEDD4L	SMAD7
NEDD4L	SMAD2
NEDD4L	SGK3
NEDD4L	WWP1
NEDD4L	VPS37B
NEDD4L	RPS27A
NEDD4L	NOTCH1
NEDD4L	SCNN1G
NEDD4L	UBE2E1
NEDD4L	WNK1
NEDD4L	TSC22D3
NEDD4L	VPS37A
NEDD4L	SMAD3
NEDD4L	SGK2
NEDD4L	SMAD4
NEDD4L	UBC
NEDD4L	SCNN1B
NEDD4L	TGFBR2
NEDD4L	SCNN1A
NEDD4L	SMURF1
NEDD4L	PARK2
NEDD4L	UCHL5
NEDD4L	VTA1
NEDD4L	SGK1
NEDD4L	NGF
NEDD4L	TGFBR1
NEDD4L	SCNN1D
NEDD4L	UBE2D2
NEDD4L	XPO1
NEDD4L	UBA52
NEDD4L	STRAP
NEDD4L	PDCD6IP
NEDD4L	NTRK1
NEK3	VAV2
DSCAM	NTN1
DSCAM	ESR1
DSCAM	MAPK13
DSCAM	MAPK12
DSCAM	MAPK14
DSCAM	FOXA1
DSCAM	PAK1
DSCAM	DSCAML1
DSCAM	RAC1
DSCAM	MAPK8
DSCAM	NCOA3
MORC3	UBC
PPP4R1	PPP4R2
GAB4	PTPN11
GAB4	PTPN6
GCGR	SCTR
GCGR	GNA11
GCGR	P2RY10
GCGR	SCT
GCGR	PROKR2
GCGR	MLNR
GCGR	GNB4
GCGR	KISS1R
GCGR	RGS2
GCGR	IAPP
GCGR	KALRN
GCGR	MC3R
GCGR	PTGER2
GCGR	GNRH2
GCGR	GNG13
GCGR	MCHR1
GCGR	NMUR2
GCGR	NMBR
GCGR	HTR2B
GCGR	PLCB2
GCGR	GLP2R
GCGR	GNA15
GCGR	PIK3CA
GCGR	POMC
GCGR	KNG1
GCGR	GPR65
GCGR	PTH2
GCGR	PROK1
GCGR	GPR17
GCGR	PTH2R
GCGR	PIK3R1
GCGR	TAAR1
GCGR	GNRH1
GCGR	NPFFR1
GCGR	PLCB3
GCGR	MCHR2
GCGR	PTH
GCGR	GRM1
GCGR	GNAQ
GCGR	HTR6
GCGR	PTGIR
GCGR	PTGER1
GCGR	LHCGR
GCGR	PROK2
GCGR	TSHR
GCGR	RXFP2
GCGR	MC4R
GCGR	GNG8
GCGR	PTAFR
GCGR	PTGER4
GCGR	RXFP1
GCGR	TACR3
GCGR	PTGDR
GCGR	TACR1
GCGR	NTSR2
GCGR	PROKR1
GCGR	P2RY1
GCGR	GNB2
GCGR	NMUR1
GCGR	GRM5
GCGR	LTB4R
GCGR	NPFFR2
GCGR	GPRC6A
GCGR	P2RY6
GCGR	TRHR
GCGR	P2RY2
GCGR	XCR1
GCGR	MC5R
GCGR	GPR4
GCGR	GHRHR
GCGR	TAC1
GCGR	PTH1R
GCGR	UTS2R
GCGR	OXTR
GCGR	VIPR1
GCGR	LPAR5
GCGR	GPR132
GCGR	MC2R
GCGR	PLCB4
GCGR	HTR7
GCGR	PLCB1
GCGR	TRIO
GCGR	LPAR6
GCGR	QRFP
GCGR	SAA1
GCGR	GIP
GCGR	LPAR1
GCGR	NPSR1
GCGR	HTR4
GCGR	GNG4
GCGR	VIP
GCGR	XCL1
GCGR	NTSR1
GCGR	LPAR3
GCGR	PTGFR
GCGR	HCRTR2
GCGR	GNAS
GCGR	OPN4
GCGR	GLP1R
GCGR	LPAR4
GCGR	TACR2
GCGR	HCRTR1
GCGR	GNA14
GCGR	NMS
GCGR	HRH2
GCGR	GNB1
GCGR	HTR2A
GCGR	GRPR
GCGR	GRK5
GCGR	QRFPR
GCGR	NMB
GCGR	PTHLH
GCGR	HRH1
GCGR	LPAR2
GCGR	MLN
GCGR	LTB4R2
GCGR	GPR68
GCGR	MC1R
CCNL2	DYRK1A
CCNL2	CDK11A
CCNL2	CDK11B
MASP2	SERPING1
MASP2	MBL2
MIER1	SP1
