M6PR	PLIN3
COMMD10	COMMD7
ARHGAP26	SOS2
ARHGAP26	ARHGDIB
ARHGAP26	ECT2
ARHGAP26	RHOQ
ARHGAP26	KALRN
ARHGAP26	RAC2
ARHGAP26	ARHGEF6
ARHGAP26	ARHGEF17
ARHGAP26	NGEF
ARHGAP26	RASGRF2
ARHGAP26	ARHGDIA
ARHGAP26	FGD2
ARHGAP26	RHOC
ARHGAP26	TIAM1
ARHGAP26	CDC42
ARHGAP26	RHOJ
ARHGAP26	ARHGEF4
ARHGAP26	RHOT2
ARHGAP26	TIAM2
ARHGAP26	FGD3
ARHGAP26	RHOBTB1
ARHGAP26	TRIO
ARHGAP26	RHOG
ARHGAP26	ARHGEF3
ARHGAP26	NET1
ARHGAP26	RHOT1
ARHGAP26	ARHGEF18
ARHGAP26	ARHGEF2
ARHGAP26	RHOU
ARHGAP26	ARHGEF11
ARHGAP26	VAV3
ARHGAP26	VAV2
ARHGAP26	FGD1
ARHGAP26	ARHGEF7
ARHGAP26	PLEKHG5
ARHGAP26	ARHGEF16
ARHGAP26	ITSN1
ARHGAP26	RHOH
ARHGAP26	ARHGEF12
ARHGAP26	SOS1
ARHGAP26	PLEKHG2
ARHGAP26	FGD4
ARHGAP26	RHOA
ARHGAP26	RHOBTB2
ARHGAP26	MCF2
ARHGAP26	MCF2L
ARHGAP26	OBSCN
ARHGAP26	VAV1
LECT2	SMARCA2
LECT2	MYB
LECT2	SND1
LECT2	PIM1
GABRA6	GABRB2
GABRA6	GABRB1
GABRA6	GABRB3
GABRA6	GABRG3
GABRA6	UBQLN1
GABRA6	NSF
GABRA6	GABRG2
GABRA6	GPHN
GABRB2	GABRB3
GABRB2	TRAK2
GABRB2	GABRG3
GABRB2	GABRG2
NHP2	NHP2L1
NHP2	NIP7
NHP2	WDR12
NHP2	PNO1
NHP2	NOP58
NHP2	NSA2
NHP2	TRUB1
NHP2	POLR1D
NHP2	TERT
NHP2	SHQ1
NHP2	RRS1
NHP2	RPP38
NHP2	NOP56
NHP2	UBA52
FGF18	FGF4
FGF18	FGF6
FGF18	FGF23
FGF18	FGF2
FGF18	FGF7
FGF18	FGFR4
FGF18	FGFR3
FGF18	HSPG2
FGF18	FGF9
FGF18	FGFR1
FGF18	FGFR2
KCNMB1	PRKG2
KCNMB1	KCNMB3
KCNMB1	KCNMB2
FARS2	WARS2
FARS2	MARS
FARS2	TARS
FARS2	LARS2
FARS2	FARSB
FARS2	IARS2
FARS2	MRPL39
FARS2	FARSA
FARS2	YARS2
FARS2	TARSL2
FARS2	WARS
FARS2	TARS2
FARS2	RARS2
FARS2	IARS
FARS2	LRRC47
FARS2	LARS
CDKAL1	IGF2BP2
CDKAL1	SLC30A8
LRRTM2	NRXN1
HIST1H2BA	HIST1H3B
HIST1H2BA	HIST1H2BD
HIST1H2BA	HIST1H2BO
HIST1H2BA	HIST2H2AC
HIST1H2BA	HIST1H2BJ
HIST1H2BA	UBC
HIST1H2BA	HIST1H2BH
HIST1H2BA	HIST1H2BK
HIST1H2BA	HIST1H2BB
HIST1H2BA	HIST1H2BM
HIST1H2BA	HIST1H2BL
HIST1H2BA	HIST3H2BB
HIST1H2BA	HIST1H2BN
PLA2G7	PLB1
MUT	PCCA
MUT	SUCLA2
MUT	SUCLG1
MUT	PC
MUT	PCCB
MUT	SUCLG2
ABT1	ESF1
ABT1	NOL10
DAAM2	DVL2
DAAM2	DVL3
DAAM2	DVL1
DAAM2	RHOA
FGD2	RALBP1
FGD2	GMIP
FGD2	RHOQ
FGD2	KALRN
FGD2	RAC2
FGD2	RHOC
FGD2	SRGAP2
FGD2	RACGAP1
FGD2	RHOJ
FGD2	HMHA1
FGD2	ROCK2
FGD2	TRIP10
FGD2	RHOT2
FGD2	RHOBTB1
FGD2	STARD13
FGD2	RHOG
FGD2	SYDE2
FGD2	SYDE1
FGD2	SRGAP1
FGD2	OPHN1
FGD2	MYO9A
FGD2	RAC1
FGD2	RHOT1
FGD2	RHOU
FGD2	TAGAP
FGD2	OCRL
FGD2	INPP5B
FGD2	STARD8
FGD2	RHOH
FGD2	SRGAP3
FGD2	MYO9B
FGD2	ROCK1
FGD2	RHOA
FGD2	GNA13
FGD2	RHOBTB2
NFKBIE	REL
NFKBIE	PPP6R2
NFKBIE	RELA
NFKBIE	PPP6R1
CYP39A1	CYP46A1
CYP39A1	HSD3B7
MMS22L	TONSL
ARHGAP18	SOS2
ARHGAP18	ARHGDIB
ARHGAP18	ECT2
ARHGAP18	RHOQ
ARHGAP18	KALRN
ARHGAP18	RAC2
ARHGAP18	ARHGEF6
ARHGAP18	ARHGEF17
ARHGAP18	NGEF
ARHGAP18	RASGRF2
ARHGAP18	ARHGDIA
ARHGAP18	FGD2
ARHGAP18	RHOC
ARHGAP18	TIAM1
ARHGAP18	CDC42
ARHGAP18	RHOJ
ARHGAP18	ARHGEF4
ARHGAP18	RHOT2
ARHGAP18	TIAM2
ARHGAP18	FGD3
ARHGAP18	RHOBTB1
ARHGAP18	TRIO
ARHGAP18	RHOG
ARHGAP18	ARHGEF3
ARHGAP18	NET1
ARHGAP18	RHOT1
ARHGAP18	ARHGEF18
ARHGAP18	ARHGEF2
ARHGAP18	RHOU
ARHGAP18	ARHGEF11
ARHGAP18	VAV3
ARHGAP18	VAV2
ARHGAP18	FGD1
ARHGAP18	ARHGEF7
ARHGAP18	PLEKHG5
ARHGAP18	ARHGEF16
ARHGAP18	ITSN1
ARHGAP18	RHOH
ARHGAP18	ARHGEF12
ARHGAP18	SOS1
ARHGAP18	PLEKHG2
ARHGAP18	FGD4
ARHGAP18	RHOA
ARHGAP18	RHOBTB2
ARHGAP18	MCF2
ARHGAP18	MCF2L
ARHGAP18	OBSCN
ARHGAP18	VAV1
TAAR1	TSHR
TAAR1	VIPR1
TAAR1	VIP
SHPRH	UBE2V2
GNA12	S1PR4
GNA12	GNGT1
GNA12	RASA2
GNA12	GNAQ
GNA12	GNB2
GNA12	S1PR5
GNA12	PLCB1
GNA12	TRIO
GNA12	S1PR3
GNA12	LPAR1
GNA12	LPAR3
GNA12	GNB1
GNA12	LPAR2
GNA12	RHOA
GNA12	GNA13
GNA12	VAV1
GGCT	GSS
GGCT	LAP3
GGCT	GGT1
GGCT	GGT7
GGCT	GGT5
GGCT	GGT6
EGFR	ITGA3
EGFR	ERCC1
EGFR	SNAI2
EGFR	FGF4
EGFR	ITGB4
EGFR	ESR1
EGFR	MAPK1
EGFR	SOS2
EGFR	PAG1
EGFR	PIK3R2
EGFR	HGF
EGFR	VTN
EGFR	NFKB1
EGFR	HSPA8
EGFR	PXN
EGFR	FGF6
EGFR	GAPDH
EGFR	MAPK14
EGFR	NCK2
EGFR	EGR1
EGFR	PLCG1
EGFR	EREG
EGFR	EPS15L1
EGFR	PTPN12
EGFR	INS
EGFR	TSG101
EGFR	LGALS3
EGFR	KRAS
EGFR	NOTCH2
EGFR	IL6
EGFR	SLC9A3R1
EGFR	PPARA
EGFR	PIK3R3
EGFR	GAB1
EGFR	PLD2
EGFR	NOTCH3
EGFR	STAM2
EGFR	PIK3CA
EGFR	SLC9A1
EGFR	FGF2
EGFR	SHC2
EGFR	STAT3
EGFR	FGF10
EGFR	TNC
EGFR	SLC5A1
EGFR	ERBB3
EGFR	FGF7
EGFR	IQGAP1
EGFR	TP53
EGFR	ERBB2
EGFR	RPS27A
EGFR	IQSEC1
EGFR	LRIG1
EGFR	PIK3R1
EGFR	RASA1
EGFR	NOTCH1
EGFR	USP6NL
EGFR	EPS8
EGFR	ITGA1
EGFR	UBASH3B
EGFR	NCK1
EGFR	PIK3CB
EGFR	ZFYVE28
EGFR	TFF2
EGFR	STAT5B
EGFR	GPER
EGFR	USP8
EGFR	IGF1
EGFR	HSPA4
EGFR	ITGB1
EGFR	IRS1
EGFR	SOCS5
EGFR	PRKCB
EGFR	FOS
EGFR	MMP14
EGFR	F2
EGFR	YWHAZ
EGFR	TERT
EGFR	RIN1
EGFR	FGF5
EGFR	PTPN2
EGFR	PRKDC
EGFR	MET
EGFR	FGF8
EGFR	YES1
EGFR	PPP2R1A
EGFR	PPP2R2A
EGFR	HSP90AB1
EGFR	SHC4
EGFR	PDGFB
EGFR	HGS
EGFR	PTK2B
EGFR	LAMP1
EGFR	HSP90AA1
EGFR	LCK
EGFR	HIF1A
EGFR	EZR
EGFR	GRB2
EGFR	GRAP2
EGFR	PLAUR
EGFR	PTPN11
EGFR	PTK2
EGFR	STAT5A
EGFR	ERBB4
EGFR	GNAI1
EGFR	JAK1
EGFR	SPRY1
EGFR	SDC3
EGFR	STAMBP
EGFR	UBC
EGFR	FYN
EGFR	RAC1
EGFR	NRG1
EGFR	SRC
EGFR	LPAR1
EGFR	PIK3CG
EGFR	PLCG2
EGFR	ELF3
EGFR	TFRC
EGFR	STAT1
EGFR	MTOR
EGFR	NRG2
EGFR	GAB2
EGFR	SNX6
EGFR	PIK3C2B
EGFR	IPCEF1
EGFR	RGS16
EGFR	MUC1
EGFR	MCL1
EGFR	NRAS
EGFR	GNAI3
EGFR	FGF13
EGFR	LPAR3
EGFR	JUN
EGFR	EPS15
EGFR	VAV2
EGFR	PTEN
EGFR	VEGFA
EGFR	NRG3
EGFR	MMP9
EGFR	PLAU
EGFR	TLR4
EGFR	FGR
EGFR	HSPG2
EGFR	SHC3
EGFR	HCK
EGFR	SPRY2
EGFR	PIK3CD
EGFR	MYC
EGFR	FOXO1
EGFR	SH3GL2
EGFR	IGFBP3
EGFR	JAK2
EGFR	TNK2
EGFR	FGF9
EGFR	MBP
EGFR	SH3KBP1
EGFR	UBE2D2
EGFR	GRB10
EGFR	TRPV1
EGFR	LPAR2
EGFR	SOS1
EGFR	ITGA6
EGFR	UBA52
EGFR	PTPN6
EGFR	PTPRJ
EGFR	RHOA
EGFR	SHC1
EGFR	EPN1
EGFR	PRKCA
EGFR	SYNJ1
EGFR	PDCD6IP
EGFR	PPP2CA
EGFR	LYN
EGFR	SNX1
CDCA5	STAG2
CDCA5	CENPT
CDCA5	NUP107
CDCA5	CENPK
CDCA5	NUP85
CDCA5	NUP37
CDCA5	ESPL1
CDCA5	CENPO
CDCA5	NUP133
CDCA5	NDC80
CDCA5	TAOK1
CDCA5	KIF18A
CDCA5	CLASP1
CDCA5	SGOL1
CDCA5	CENPE
CDCA5	MAD1L1
CDCA5	KIF2B
CDCA5	ESCO1
CDCA5	NUF2
CDCA5	CENPC1
CDCA5	MLF1IP
CDCA5	RANBP2
CDCA5	MAD2L1
CDCA5	RAD21
CDCA5	WAPAL
CDCA5	PLK1
CDCA5	PDS5A
CDCA5	CLIP1
CDCA5	ESCO2
CDCA5	ZWILCH
CDCA5	SEC13
CDCA5	PDS5B
CDCA5	CDCA8
CDCA5	NUDC
CDCA5	KNTC1
CDCA5	SKA2
CDCA5	ERCC6L
CDCA5	PPP1CC
CDCA5	CENPA
CDCA5	CENPQ
CDCA5	NUP43
CDCA5	NDE1
CDCA5	CENPL
CDCA5	RANGAP1
CDCA5	SGOL2
CDCA5	SMC3
CDCA5	CENPF
CDCA5	NSL1
CDCA5	ITGB3BP
CDCA5	KIF2C
CDCA5	CENPI
CDCA5	DSN1
CDCA5	ZWINT
CDCA5	RCC2
CDCA5	MAPRE1
CDCA5	NUP160
CDCA5	MIS12
CDCA5	STAG1
CDCA5	CENPN
CDCA5	INCENP
CDCA5	CDK1
CDCA5	PAFAH1B1
CDCA5	XPO1
CDCA5	KIF2A
CDCA5	CLASP2
CDCA5	CKAP5
CCT6A	CTTNBP2
CCT6A	PPP2CB
CCT6A	TUBA4A
CCT6A	CCT7
CCT6A	TUBB2B
CCT6A	PFDN1
CCT6A	STRN
CCT6A	TUBB4A
CCT6A	PPP4C
CCT6A	CCT8
CCT6A	TUBA1A
CCT6A	TUBA1C
CCT6A	SPHK1
CCT6A	MOB4
CCT6A	TCP1
CCT6A	TUBB6
CCT6A	TUBA1B
CCT6A	TUBB4B
CCT6A	UBC
CCT6A	STRN3
CCT6A	CCT8L2
CCT6A	PFDN4
CCT6A	STK24
CCT6A	TUBB2A
CCT6A	STRN4
CCT6A	STK3
CCT6A	PPP2CA
PSPH	SHMT1
PSPH	SHMT2
PSPH	SRR
PSPH	SDSL
GIGYF1	SF1
GIGYF1	GRB10
TLK2	XPO7
TLK2	XPO1
EPHA1	RRAS
EPHA1	NGEF
EPHA1	EPHA4
EPHA1	SOX2
EPHA1	YES1
EPHA1	EPHA3
EPHA1	LCK
EPHA1	FYN
EPHA1	SRC
EPHA1	EPHA2
EPHA1	FGR
EPHA1	HCK
EPHA1	RHOA
EPHA1	LYN
CCNB3	CDK2
CCNB3	PLK2
CCNB3	PLK1
CCNB3	PLK3
CCNB3	CDK1
CCNB3	CDK3
CDK16	CDK5R1
CDK16	MTOR
CHST7	DCN
CHST7	NCAN
CHST7	CHSY1
CHST7	VCAN
CHST7	CHSY3
CHST7	CSPG4
CHST7	CSPG5
NDUFB11	UQCRC1
NDUFB11	NDUFB7
NDUFB11	NDUFS7
NDUFB11	NDUFB3
NDUFB11	NDUFB5
NDUFB11	NDUFS3
NDUFB11	NDUFC1
NDUFB11	NDUFB9
NDUFB11	UQCRFS1
NDUFB11	NDUFS8
NDUFB11	NDUFV1
NDUFB11	NDUFV2
NDUFB11	UQCR10
NDUFB11	NDUFV3
NDUFB11	NDUFS2
NDUFB11	NDUFS5
NDUFB11	NDUFB6
NDUFB11	NDUFS1
NDUFB11	TMX1
TAF1	TAF9
TAF1	TBP
TAF1	TBPL1
TAF1	TBPL2
TAF1	TAF4
TAF1	TAF5L
TAF1	TAF4B
TAF1	TP53
TAF1	TAF6L
TAF1	TAF7
TAF1	TAF9B
TAF1	TAF3
TAF1	UBC
TAF1	WDR5
TAF1	TAF13
TAF1	TAF5
TAF1	TAF7L
TAF1	TAF8
TAF1	TEX10
TAF1	TAF2
TAF1	TAF6
NONO	PER2
NONO	PER1
NONO	PSPC1
NONO	UBC
NONO	SFPQ
HTR2C	PTGER1
HTR2C	P2RY2
HTR2C	MPDZ
UPF3B	YBX1
UPF3B	WIBG
DOCK11	DOCK6
DOCK11	RAC1
DOCK11	DOCK9
DOCK11	DOCK8
ARHGAP36	SOS2
ARHGAP36	ARHGDIB
ARHGAP36	ECT2
ARHGAP36	RHOQ
ARHGAP36	KALRN
ARHGAP36	RAC2
ARHGAP36	ARHGEF6
ARHGAP36	ARHGEF17
ARHGAP36	NGEF
ARHGAP36	RASGRF2
ARHGAP36	ARHGDIA
ARHGAP36	FGD2
ARHGAP36	RHOC
ARHGAP36	TIAM1
ARHGAP36	CDC42
ARHGAP36	RHOJ
ARHGAP36	ARHGEF4
ARHGAP36	RHOT2
ARHGAP36	TIAM2
ARHGAP36	FGD3
ARHGAP36	RHOBTB1
ARHGAP36	TRIO
ARHGAP36	RHOG
ARHGAP36	ARHGEF3
ARHGAP36	NET1
ARHGAP36	RHOT1
ARHGAP36	ARHGEF18
ARHGAP36	ARHGEF2
ARHGAP36	RHOU
ARHGAP36	ARHGEF11
ARHGAP36	VAV3
ARHGAP36	VAV2
ARHGAP36	FGD1
ARHGAP36	ARHGEF7
ARHGAP36	PLEKHG5
ARHGAP36	ARHGEF16
ARHGAP36	ITSN1
ARHGAP36	RHOH
ARHGAP36	ARHGEF12
ARHGAP36	SOS1
ARHGAP36	PLEKHG2
ARHGAP36	FGD4
ARHGAP36	RHOA
ARHGAP36	RHOBTB2
ARHGAP36	MCF2
ARHGAP36	MCF2L
ARHGAP36	OBSCN
ARHGAP36	VAV1
GPR119	PCSK1
DLC1	TNS1
DLC1	SOS2
DLC1	ECT2
DLC1	RHOQ
DLC1	KALRN
DLC1	RAC2
DLC1	TNS4
DLC1	NGEF
DLC1	RASGRF2
DLC1	FGD2
DLC1	RHOC
DLC1	TIAM1
DLC1	TNS3
DLC1	RHOJ
DLC1	TENC1
DLC1	RHOT2
DLC1	TIAM2
DLC1	FGD3
DLC1	RHOBTB1
DLC1	TRIO
DLC1	RHOG
DLC1	NET1
DLC1	RHOT1
DLC1	RHOU
DLC1	TRAF3IP3
DLC1	VAV3
DLC1	VAV2
DLC1	FGD1
DLC1	PLEKHG5
DLC1	ITSN1
DLC1	RHOH
DLC1	SOS1
DLC1	PLEKHG2
DLC1	FGD4
DLC1	RHOA
DLC1	RHOBTB2
DLC1	MCF2
DLC1	PLCD1
DLC1	MCF2L
DLC1	VAV1
MAGEA4	PSMD10
ATP6V1B2	INS
ATP6V1B2	ATP6V1E1
ATP6V1B2	TCIRG1
ATP6V1B2	ATP6V1C2
ATP6V1B2	ATP6V1G3
ATP6V1B2	INSR
ATP6V1B2	ATP6V1E2
ATP6V1B2	PPA2
ATP6V1B2	UBC
ATP6V1B2	ATP6V1H
ATP6V1B2	TFRC
ATP6V1B2	PPA1
ATP6V1B2	ATP6V1G1
ATP6V1B2	ATP6V1C1
ATP6V1B2	USP34
ATP6V1B2	TF
GNRH1	P2RY10
GNRH1	PROKR2
GNRH1	MLNR
GNRH1	KISS1R
GNRH1	RGS2
GNRH1	KALRN
GNRH1	GNRH2
GNRH1	MCHR1
GNRH1	NMUR2
GNRH1	NMBR
GNRH1	HTR2B
GNRH1	PLCB2
GNRH1	PIK3CA
GNRH1	KNG1
GNRH1	GPR65
GNRH1	PROK1
GNRH1	GPR17
GNRH1	PIK3R1
GNRH1	NPFFR1
GNRH1	PLCB3
GNRH1	MCHR2
GNRH1	GRM1
GNRH1	PTGER1
GNRH1	PROK2
GNRH1	PTAFR
GNRH1	TACR3
GNRH1	TACR1
GNRH1	NTSR2
GNRH1	PROKR1
GNRH1	P2RY1
GNRH1	NMUR1
GNRH1	GRM5
GNRH1	LTB4R
GNRH1	NPFFR2
GNRH1	GPRC6A
GNRH1	P2RY6
GNRH1	TRHR
GNRH1	P2RY2
GNRH1	XCR1
GNRH1	GPR4
GNRH1	TAC1
GNRH1	UTS2R
GNRH1	OXTR
GNRH1	LPAR5
GNRH1	GPR132
GNRH1	PLCB4
GNRH1	PLCB1
GNRH1	TRIO
GNRH1	LPAR6
GNRH1	QRFP
GNRH1	SAA1
GNRH1	LPAR1
GNRH1	NPSR1
GNRH1	XCL1
GNRH1	NTSR1
GNRH1	LPAR3
GNRH1	PTGFR
GNRH1	HCRTR2
GNRH1	OPN4
GNRH1	LPAR4
GNRH1	TACR2
GNRH1	HCRTR1
GNRH1	NMS
GNRH1	HTR2A
GNRH1	GRPR
GNRH1	GRK5
GNRH1	QRFPR
GNRH1	NMB
GNRH1	HRH1
GNRH1	LPAR2
GNRH1	MLN
GNRH1	LTB4R2
GNRH1	GPR68
DOK2	IL4R
DOK2	IL2RB
DOK2	IL2
DOK2	RASA1
DOK2	PAK1
DOK2	NCK1
DOK2	LCK
DOK2	JAK1
DOK2	IKZF3
DOK2	RET
DOK2	RAC1
DOK2	SRC
DOK2	NRAS
DOK2	IL2RG
DOK2	IL2RA
DOK2	TEK
DOK2	JAK3
DOK2	LYN
TNFRSF10B	TNFSF10
TNFRSF10B	TRAF2
TNFRSF10B	TP53
TNFRSF10B	TRADD
DOCK5	ELMO3
GINS4	MCM5
GINS4	SUPT16H
GINS4	MCM3
GINS4	TIPIN
GINS4	MCM4
GINS4	MCM6
GINS4	MCM2
GINS4	PPIL3
GINS4	MCM7
GINS4	MCM9
GINS4	WDHD1
GINS4	MCM10
GINS4	MCM8
GINS4	POLA1
DNAJC5B	HSPA8
DNAJC5B	HSPA2
DNAJC5B	HSPA6
DNAJC5B	HSPA5
DNAJC5B	HSPA1L
CRH	SCTR
CRH	SCT
CRH	IAPP
CRH	NPY
CRH	MC3R
CRH	PTGER2
CRH	IL6
CRH	GLP2R
CRH	POMC
CRH	PTH2
CRH	PTH2R
CRH	CRHBP
CRH	TAAR1
CRH	PTH
CRH	HTR6
CRH	PTGIR
CRH	LHCGR
CRH	TSHR
CRH	RXFP2
CRH	MC4R
CRH	PTGER4
CRH	RXFP1
CRH	PTGDR
CRH	DRD5
CRH	FOS
CRH	MC5R
CRH	GHRHR
CRH	PTH1R
CRH	VIPR1
CRH	DRD1
CRH	MC2R
CRH	HTR7
CRH	CRHR2
CRH	GIP
CRH	NPSR1
CRH	NR4A1
CRH	HTR4
CRH	VIP
CRH	GNAS
CRH	GLP1R
CRH	HRH2
CRH	GNB1
CRH	PTHLH
CRH	CRHR1
CRH	GCGR
CRH	FSHR
CRH	MC1R
MRPS28	MRPS9
PRDM14	SALL4
PRDM14	ZSCAN10
PRDM14	ZIC3
PRDM14	SOX2
PRDM14	SMAD4
DPYS	UMPS
DPYS	UPB1
RSPO2	RSPO4
RSPO2	UBC
RSPO2	RSPO3
RSPO2	UBA52
RSPO2	ZNRF3
NDUFB9	UQCRC1
NDUFB9	NDUFS7
NDUFB9	NDUFS3
NDUFB9	NDUFC1
NDUFB9	UQCRFS1
NDUFB9	NDUFS8
NDUFB9	NDUFV1
NDUFB9	NDUFV2
NDUFB9	UQCR10
NDUFB9	NDUFV3
NDUFB9	NDUFS2
NDUFB9	NDUFS5
NDUFB9	NDUFS1
PLIN2	TBL1X
PLIN2	TGS1
PLIN2	SMARCD3
PLIN2	PPARA
PLIN2	PNPLA2
PLIN2	TBL1XR1
IFNA1	TGFB1
IFNA1	IRF1
IFNA1	IL6
IFNA1	IFNAR1
IFNA1	JAK1
IFNA1	STAT1
IFNA1	MX1
SIGMAR1	SQLE
SIGMAR1	UBC
NTRK2	PLCG1
NTRK2	RAP1B
NTRK2	SHC2
NTRK2	SH2B1
NTRK2	SHC4
NTRK2	PTPN11
NTRK2	UBC
NTRK2	RAP1A
NTRK2	SHC3
NTRK2	TRPC3
NTRK2	SHC1
NTRK2	RASGRF1
OR13C4	OR1I1
OR13C4	OR2B6
OR13C4	OR7A10
OR13C4	OR7C2
OR13C4	OR7C1
OR13C4	OR1E2
OR13C4	OR1J1
OR13C4	OR13C9
OR13C4	OR1L4
OR13C4	OR1K1
OR13C4	OR5F1
OR13C4	OR5M9
OR13C4	OR8A1
OR13C4	OR4K1
OR13C4	OR3A3
OR13C4	OR1Q1
OR13C4	OR4K2
OR13C4	OR2D2
OR13C4	OR4D6
OR13C4	OR51B5
OR13C4	OR51Q1
OR13C4	OR8J3
OR13C4	OR5I1
OR13C4	OR5AU1
OR13C4	OR52K1
OR13C4	OR9I1
OR13C4	OR5AR1
OR13C4	OR7G3
OR13C4	OR5A1
OR13C4	OR1B1
OR13C4	OR52A5
OR13C4	OR7G2
OR13C4	OR5A2
OR13C4	OR8I2
OR13C4	OR4K15
OR13C4	OR8U1
OR13C4	OR1L6
OR13C4	OR2B2
OR13C4	OR6Y1
OR13C4	OR2AT4
OR13C4	OR4K14
OR13C4	OR1A1
OR13C4	OR1F1
OR13C4	OR1S2
OR13C4	OR6F1
OR13C4	OR4D5
OR13C4	OR1L8
OR13C4	OR4C11
OR13C4	OR5B12
OR13C4	OR2M4
OR13C4	OR1N1
OR13C4	OR8B12
OR13C4	OR2AG1
OR13C4	OR9K2
OR13C4	OR4X2
OR13C4	OR5B3
OR13C4	OR5R1
OR13C4	OR52I2
OR13C4	OR52W1
OR13C4	OR4S2
OR13C4	OR7D4
OR13C4	OR8S1
OR13C4	OR5J2
OR13C4	OR6M1
OR13C4	OR4B1
OR13C4	OR1S1
OR13C4	OR5M3
OR13C4	OR2Y1
OR13C4	OR6S1
OR13C4	OR1E1
OR13C4	OR3A1
OR13C4	OR2AE1
OR13C4	OR4F17
OR13C4	OR7A5
OR13C4	OR13D1
OR13C4	OR4F4
OR13C4	OR52K2
OR13C4	OR4L1
OR13C4	OR4K13
OR13C4	OR4K5
OR13C4	OR2A4
OR13C4	OR4N2
OR13C4	OR4M1
OR13C4	OR4D11
OR13C4	OR5AN1
OR13C4	OR2D3
OR13C4	OR56B4
OR13C4	OR56A1
OR13C4	OR4C3
OR13C4	OR52E4
OR13C4	OR4S1
OR13C4	OR4X1
OR13C4	OR51V1
OR13C4	OR52E2
OR13C4	OR51L1
OR13C4	OR6B3
OR13C4	OR51G1
OR13C4	OR51G2
OR13C4	OR51S1
OR13C4	OR5AK2
OR13C4	OR52N2
OR13C4	OR52N1
OR13C4	OR52N5
OR13C4	OR56B1
OR13C4	OR52N4
OR13C4	OR5M8
OR13C4	OR6C2
OR13C4	OR8H3
OR13C4	OR51F2
OR13C4	OR8H2
OR13C4	OR5AS1
OR13C4	OR2T35
OR13C4	OR14C36
OR13C4	OR2M7
OR13C4	OR2T12
OR13C4	OR2T33
OR13C4	OR4C6
OR13C4	OR4P4
OR13C4	OR4C16
OR13C4	OR4C15
OR13C4	OR4A15
OR13C4	OR4A16
OR13C4	OR6T1
OR13C4	OR8D4
OR13C4	OR2B11
OR13C4	OR2T8
OR13C4	OR52D1
OR13C4	OR52H1
OR13C4	OR2G3
OR13C4	OR2G2
OR13C4	OR4F6
OR13C4	OR1D2
OR13C4	OR7A17
OR13C4	OR56A4
OR13C4	OR6C76
OR13C4	OR4D9
OR13C4	OR2T11
OR13C4	OR4C46
OR13C4	OR6C70
OR13C4	OR2T10
OR13C4	OR4M2
OR13C4	OR4Q3
OR13C4	OR8B8
OR13C4	OR52L1
OR13C4	OR6A2
OR13C4	OR2T34
OR13C4	OR56A3
OR13C4	OR2T29
OR13C4	OR5P2
OR13C4	OR5P3
OR13C4	OR4N5
OR13C4	OR2V2
OR13C4	OR4N4
OR13C4	OR4F15
OR13C4	OR51M1
OR13C4	OR52A1
OR13C4	OR6X1
OR13C4	OR13C8
OR13C4	OR4C12
OR13C4	OR13F1
OR13C4	OR5D14
OR13C4	OR6P1
OR13C4	OR9Q1
OR13C4	OR5D18
OR13C4	OR5L1
OR13C4	OR6N1
OR13C4	OR1J2
OR13C4	OR14I1
OR13C4	OR13H1
OR13C4	OR2G6
OR13C4	OR52B6
OR13C4	OR51I2
OR13C4	OR2T27
OR13C4	OR5W2
OR13C4	OR2AG2
OR13C4	OR6C74
OR13C4	OR2T2
OR13C4	OR1J4
OR13C4	OR2S2
OR13C4	OR6N2
OR13C4	OR51F1
OR13C4	OR7D2
OR13C4	OR5H1
OR13C4	OR8B3
OR13C4	OR5K4
OR13C4	OR5H2
OR13C4	OR2T6
OR13C4	OR52R1
OR13C4	OR2L8
OR13C4	OR5B17
OR13C4	OR8D2
OR13C4	OR51D1
OR13C4	OR14A16
OR13C4	OR8D1
OR13C4	OR2L13
OR13C4	OR6C6
OR13C4	OR5AC2
OR13C4	OR51A7
OR13C4	OR2T3
OR13C4	OR6K2
OR13C4	OR2M2
OR13C4	OR13G1
OR13C4	OR2L3
OR13C4	OR52M1
OR13C4	OR2W3
OR13C4	OR5B21
OR13C4	OR5D13
OR13C4	OR2T5
OR13C4	OR2T1
OR13C4	OR2M5
OR13C4	OR2L2
OR13C4	OR2AK2
OR13C4	OR2C3
OR13C4	OR6K6
OR13C4	OR6K3
OR13C4	OR5C1
OR13C4	OR13C5
OR13C4	OR8B2
OR13C4	OR13J1
OR13C4	OR5D16
OR13C4	OR5L2
OR13C4	OR4A5
OR13C4	OR6C65
OR13C4	OR6C75
OR13C4	OR6C3
OR13C4	OR6C1
OR13C4	OR51I1
OR13C4	OR51B6
OR13C4	OR51B4
OR13C4	OR52J3
OR13C4	OR51A2
OR13C4	OR51A4
OR13C4	OR51T1
OR13C4	OR1A2
OR13C4	OR5K1
OR13C4	OR5K3
OR13C4	OR5H15
OR13C4	OR5H6
OR13C4	OR2F1
OR13C4	OR6C4
OR13C4	OR51E2
OR13C4	OR51E1
OR13C4	OR6B2
OR13C4	OR1C1
OR13C4	OR6B1
OR13C4	OR52B4
OR13C4	OR2A12
OR13C4	OR3A2
OR13C4	OR4E2
OR13C4	OR2A5
OR13C4	OR2A2
OR13C4	OR2F2
OR13C4	OR7E24
OR13C4	OR2M3
OR13C4	OR5K2
OR13C4	OR5H14
